PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,YEAR,SHIPPER_CLEANED,alan,alder,ash,azobe,balau,balsam,baromalli,beech,birch,bulletwood,burada,cabeza de mono,cara euc,cara pino,cedar,cherry,conifer,cowwood,crabwood,cuiabano pine,curupau,dakama,darina,douglas fir,drm red,dukali,ekki,elliotii pine,elliotis,elliotis pine,elliottis,eperua falcata,eucalyptus cloezina,european beech,fir,garlicwood,greenheart,guizotia abyssinica,helianthus annuus,hemlock,hickory,ipe,kabukalli,kakaralli,lauan,limonaballi,locust,maple,meraniti,meranti,mora,oak,okoume,parana,parana pine,paric,parica,pine,plantagoo vata,poplar,purpleheart,radiata,radiata pine,radim,red balau,red oak,rubber wood,safflower,sandura,sapgum,seraya,shibadan,shorea spp,soft maple,southern pine,southern yellow,spruce,sunflower,tada,tada pine,taeda,taeda pine,tatabu,tauroniro,teak,tonka bean,uruguayan pine,virola,wallaba,walnut,wamara,wamaradan,washiba,white oak,wrc,yarula,yellow poplar,imports_wood,SHIPPER_COUNTRY
"12 PACKAGES WITH 4.426 PIECES OF CLEAR KD TADA PINE FJ PRIMED MOULDINGS RECEIVED ON BOARD CONTRACT NR: PO-00709051 FREIGHT PREPAID HTS # 4409.10.40.10 HS CODE: 440910 INCOTERM: CFR NCM: 4418200099 NALADI: 441820 THE SOLID WOOD PACKAGING MATERIALS IN THIS SHIPMENT ARE TOTALLY FREE FROM BARK AND APPARENTLY FREE FROM LIVE PLANT PEST THE REGULATED WOOD PACKING MATERIAL HAS BEEN TREATED IN ACCORDANCE WITH THE USDA REQUIREMENTS ITEMS INDICATED AS FSC MIX ARE INACCORDANCE WITH THE FOLLOWING SPECIFICATIONS: PRODUCTS FSC - 2 ARE FROM WELL MANAGED FORESTS AND OTHER CONTROLLED SOURCES FSC MIX CREDIT RA-COC-001878 R. E. NO.: 14 0418099-001 DDE: 2140320236 2INVOICE: 117 14 NET WEIGHT.: 17.800,000 KGS CONTINUATION CONSIGNEE E-MAIL: TSANDBERG@BRIDGEWELLRES.COM CONTINUATION NOTIFY E-MAIL: JAN@RICHARD-MURRAY.COM ALSO NOTIFY: BRIDGEWELL RESOURCES LLC 10200 SW GREENBURG RD.PORTLAND, OR, 97223, U.S.A. ATTN: TIA SANDBERG PHONE: (800) 784-3545 FAX: (503) 238-2664 E-MAIL: TSANDBERG@BRIDGEWELLRES.COM",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,ARAUPEL S A,2014-05-07 00:00:00,39160,17800, ,"Baltimore, Maryland",MSC VANESSA, ,ARAUPEL PO-00709051 BALTIMORE LJAT214370000DQ JAMBS T E FJ PRIMED S4S FSC - 2 PACKAGES NBS 154 TO 165 { NCM -------------} DFSU6613528 1 44182000 {-NCM--------------},"10200 SW GREENBURG RD. PORTLAND, OR, 97223, U.S.A. ATTN: TIA SANDBERG PHONE: (800) 784-3545 FAX:(503) 23 TIGARD OR 97223 US","RUA GEN. CAMARA, 243 - 6O ANDAR 90010-230 - PORTO ALEGRE - RS - BRAZIL - PHONE: 55 51 3221-7344 FAX:55 51 3224-8022 CNPJ: 87102810 PORTO ALEGRE RS 90010230 BR",97223,1,DFSU6613528,4500,12,PCS,0, ,CHIWPGMAX6T00, , ,0414N,LT0928982,PANAMA, ,CHIW,COMPANIA SUD AMERICANA DE VAPORES S A,VALPARAISO, , ,P O BOX 49 V,RICHARD MURRAY & SONS,"109 NORTH CONCEPTION ST. P.O. BOX MOBILE, AL 36601 U.S.A. ATTN: JAN RICHARD PHONE: (251) 415-7042 FAX:(251) 43 MOBILE AL 36602 US",NAVEGANTES (SANTA,2014,ARAUPEL S/A,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Brazil
GREENHEART PILES FREIGHT COLLECT ALL LOC AL CHARGES AT DESTINATION FOR CONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEIGH,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,DURABLE WOOD PRODUCTS ENTERPRISE,2014-11-16 00:00:00,18610,8459,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM SAN FRANCISCO,Jamaica,WGM PO# 8297,"OF DELAWARE 218 SCHANCK ROAD, PO BO X 6309 FREEHOLD NEW JERSEY 07728 US A",81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,7728,1,ZCSU8717071,4500,36,PCS,0,CF,ZIMUGTG07946, , ,27W,CTA269676 ZZCK53148,MALTA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2014,DURABLE WOOD PRODUCTS ENT.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
PIECES WAMARADAN SQUARES (INV# EFP# 073) PIECES PURPLEHEART LUMBER (INV# EFP# 074) PIECES 39FT. GREENHEART PILES (INV# EFP# 070),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC.,2021-12-22 00:00:00,142286,64675,Haina,"New York, New York",AS PETRA,Dominican Republic,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,67 SECTION A BLOCK X GREAT DIAMOND EAST DEMERARA GUYANA GUY,11792,3,SMLU7907963 SMLU7917935 DRYU9621104,4510 4510 4510,397,PCS,0, ,SMLU6873108A, , ,40,580600 G3108589 580601 G3108588 580536 G3108556,LIBERIA, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INT'L GROUP,146-35 167TH ST STE 202 JAMAICA NY 11434 USA,GEORGETOWN,2021,EVERGREEN FOREST PRODUCTS INC,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,Guyana
URUGUYAN PINE KD BLANKS S2S URUGUYAN PINE KD BLANKS S2S URUGUYAN PINE KD BLANKS S2S URUGUYAN PINE KD BLANKS S2S URUGUYAN PINE KD BLANKS S2S,BRIDGEWELL RESOURCES, ,DANK S.A.,2015-06-29 00:00:00,215292,97860,Cartagena,"Oakland, California",PANDORA,Colombia,49284516490149298176,"10200 SW GREENBURG RD STE 500 TIGARD, OR 97223 US","JUAN PAULILIER 1671 MONTEVIDEO, UY", ,5,HLXU6452524 FCIU9162430 HLXU6166480 HLXU8128690 GESU5662405,4510 4510 4510 4510 4510,105,PKG,2,CM,SHKK858700139090,H,HLCUMVD150401183,001W,HLD0415793 HLD0415574 HLD0415567 HLD0415554 HLD0415599,LIBERIA, ,SHKK,SCHENKEROCEAN LIMITED,WANCHAI, , ,38 FL CHINA RESOURCES BLDG 26 HARBOUR RD,-NOT AVAILABLE-, ,MONTEVIDEO,2015,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Uruguay
ROUND GREENHEART PILES,WILLIAM G MOORE & SON INC OF,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LIMITED,2018-07-20 00:00:00,161773,73533,All Other Guyana Ports,"Hartford, Connecticut",OSLO BULK 8,Guyana,NO MARKS,"DELAWARE, 218 SCHANCK ROAD PO BOX 6309 FREEHOLD NJ 07728 US",99 LALUNI STREET QUEENSTOWN GEORGETOWN GY,7728,1,NC, ,59,PCS,0,CF,OBUKOB810071804, , ,102, ,SINGAPORE, ,OBUK, , , , , ,WILLIAM G MOORE & SON INC OF,"DELAWARE, 218 SCHANCK ROAD PO BOX 6309 FREEHOLD NJ 07728 US", ,2018,VARIETY WOODS GREENHEART LTD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
ROUGH SAWN GREENHEART LUMBER ROUGH SAWN GREENHEART LUMBER ROUGH SAWN GREENHEART LUMBER,WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,DURABLE WOOD PRODUCTS ENTERPRISES,2016-06-26 00:00:00,154851,70387,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM HAIFA,Jamaica,PO# BNA-5420 PO# BNA-5420 PO# BNA-5420,"16877 EAST COLONIAL DR. # 305 ORLAN DO, FLORIDA 32820 USA TEL:140798233 28FAX:14075443411",81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,32820,3,ZCSU8694280 ZCSU8830339 TCNU4267881,4500 4500 4500,178,PCS,0,CF,ZIMUGTG09826, , ,52W,CTA349446 ZZCO03508 CTA349445 ZZCO03522 CTA349447 ZZCO03527,ISRAEL, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WOODS DIRECT INTERNATIONAL LLC,"16877 EAST COLONIAL DR. # 305 ORLAN DO, FLORIDA 32820 USA TEL:140798233 28FAX:14075443411",GEORGETOWN,2016,DURABLE WOOD PRODUCTS ENT.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
ORGANIC VIRGIN COCONUT OIL,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,WAGURUWELA OIL MILLS (PVT) LTD,2015-07-02 00:00:00,42900,19500,Singapore,"Los Angeles, California",HANJIN YANTIAN,Singapore,NO MARKS,". 12420 SE CARPENTER DRIVE, CLACKAMAS, OR 97015.",". WAGURUWELA, WELPALLA, SRI LANKA. .",97015,1,CAIU2565651,2CG0,20,PKG,0, ,HJSCCMB501121200, , ,0075E,CH2912405,GERMANY, ,HJSC,HANJIN SHIPPING COMPANY LTD,PARAMUS,NJ,7652,80 EAST RT 4 SUITE 490,TLR - TOTAL LOGISTICS RESOURCE,". 11855 NE GLENN WIDING DR. PORTLAND, OR 97220.",COLOMBO,2015,WAGURUWELA OIL MILLS (PVT) LTD,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Sri Lanka
MBF 21.812 PESO NETO 24.380 KGS. 2 X 40 HCS.T.C. 42 PALLET (S) WITH URUGUAYAN PINE BLANKS KD CBM 104.02 MBF 44.096 SHIPPED ON BOARD FREIGHT PREPAID ORDER NR. 505869/519107 TOTAL GROSS WEIGHT 49.940 KGS. WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PESTMBF 22.284 PESO NETO 24.930 KGS.,BRIDGEWELL RESOURCES, ,DANK S.A.,2010-04-22 00:00:00,109868,49940,Caucedo,"Houston, Texas",MSC FREEDOM,Dominican Republic,NO MARKS SAME SAME SAME SAME SAME SAME NO MARKS,PO BOX 23711 PORTLAND OR 97256 UNITED STATES,JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,23711,2,MEDU8295169 MSCU7957114,4510 4510,42,PKG,104,CM,MSCUU1280272, , ,043R,6477824 6478135,MARSHALL ISLANDS,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES, ,MONTEVIDEO,2010,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
PCS GREENHEART LUMBER (INV#322) PCS GREENHEART LUMBER (INV# 324) PCS GREENHEART LUMBER (INV# 323),EVERGREEN FOREST PRODUCTS INC,EVERGREEN FOREST PRODUCTS INC,NAZIR TROPICAL TIMBERS,2018-12-14 00:00:00,145152,65978,Port Bustamante,"New York, New York",AS ANGELINA,Jamaica,NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS NO MARKS,578 SOUND AVE PO BOX 922 WADING RIVER NY 11792 USA,"172 SECTION C BLOCK Y GROVE EAST BANK DEMERARA, GUYANA GUY",11792,3,SMLU7962317 SMLU7930860 SMLU7941166, ,411,PCS,0, ,SMLU5477185A, , ,42,472171 G2367705 472169 G2367707 472170 G2367706,PORTUGAL, ,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,BRAUNER INTERNATIONAL CORP,66 YORK ST FL 2 JERSEY CITY NJ 07302-3839 USA,GEORGETOWN,2018,NAZIR TROPICAL TIMBERS,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
PURPLEHEART LUMBER S4S/E4E FREIGHT COLLE CT ALL LOCAL CHARGES AT DESTINATION FOR C ONSIGNEE'S ACCOUNT SAID TO BE SAID TO WEI GH,"WOODS DIRECT INTERNATIONAL, LLC",WOODS DIRECT INTERNATIONAL LLC,DURABLE WOOD PRODUCTS ENT.,2014-08-08 00:00:00,16160,7345,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM RIO GRANDE,Jamaica,WD & PO#14020,"16877 EAST COLONIAL DR #305 ORLANDO , FLORIDA 32820 USA TEL:14079823328 FAX:14075443411",81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,32820,1,BSIU9589080,4500,721,PCS,0,CF,ZIMUGTG07621, , ,55E,CTA301303 ZZCK51402,MALTA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE,NO ADDRESS,GEORGETOWN,2014,DURABLE WOOD PRODUCTS ENT.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
"COCONUT OIL IN DRUMS 1 X 20' DRY CONTAINER VAN CONTAINING 18.30 MT OF CERTIFIED ORGANIC RBD COCONUT OIL, NOP CERTIFIED, PH-BIO-154 PACKED IN 1000 LITER SPACEKRAFT CORRUGATED IBC WITH HEATING ELEMNT (110V), AS PER SPECIFICATIONS OF SC GLOBAL COCO PRODUCTS, INC. . NET WEIGHT 18.30 MT THE SAME THE SAME THE SAME THE SAME",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"SC GLOBAL COCO PRODUCTS, INC.",2015-04-01 00:00:00,42372,19260,Kaohsiung,"Los Angeles, California",HATSU COURAGE,China Taiwan,"ORGANIC RBD COCONUT OIL ORGANIC RBD COCONUT OIL LOT NO. 062 150204 008 MFG. DATE 04/FEBRUARY/2015 NET WEIGHT 915 KGS. INGREDIENTS ORGANIC COCONUT OILSTORAGE CONDITIONS COOL ( 70 F / 21 C) DO NOT EXPOSE TO OXYGEN, HEAT, LIGHT AND MOISTURE MANUFACTURED IN PHILIPPINES","10200 SW GREENBURG RD., STE 500 TIG ARD, OR 97223 USA TRL 503-872-3566 LOCAL 800-570-3566 TOLL FREE","NATIONAL HIGHWAY, BRGY. CARIDAD, BAYBAY CITY, LEYTE PHILIPPINES 6521",97223,1,MAGU2376964,22G0,20,PKG,25,X,EGLV061500005992, , ,0762E,EMCEHM8173,GERMANY, ,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES FOOD &,"AG PRODUCTS DIVISION 12420 SE CARPENTER DR CLACKAMAS, OR LOCAL 800-570-3566 TOLL FREE",CEBU,2015,"SC GLOBAL COCO PRODUCTS, INC.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Philippines
(85 PIECES CRABWOOD LUMBER R/S RED ENDSWITH WHITE MARKS) (3 PIECES PURPLEHEART LUMBER R/S) FREIGHT COLLECT ALL LOCAL CHARGES AT DESTINATION FOR CONSIGNEE-S ACCOUNT SAID TO BE SAID TO WEIGH,EVERGREEN FOREST PRODUCTS INC.,EVERGREEN FOREST PRODUCTS INC,DURABLE WOOD PRODUCTS ENT.,2011-12-04 00:00:00,55005,25002,Port Bustamante,"New York/Newark Area, Newark, New Jersey",ZIM HAIFA,Jamaica,NO MARKS NO NUMBERS,P.O. BOX 922 578 SOUND AVENUE WADIN G RIVER NEW YORK 11792 U.S.A,81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,11792,1,ZCSU8779010,4500,88,PCS,23,CF,ZIMUGTG04373, , ,29W,ZZC185507/,ISRAEL,00 - Consumption Category,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,SAME AS CONSIGNEE, ,GEORGETOWN,2011,DURABLE WOOD PRODUCTS ENT.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
"URUGUAYAN PINE K/D BLANKS S2S PCS 7804 M BF 20.575 CBM 48.580 ORDER NR: 732999 'WO OD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST' 2ND NOTIFY RICHARD MURRAY & CO. INC. 109N CONCEPTION STREET 102 MOBILE,AL 36602 INGE WENTWORTH P:2514325549 EXT.19 F:2514322810 INGE@RICHARD-MURRAY.COM",BRIDGEWELL RESOURCES, ,DANK S.A.,2015-03-29 00:00:00,24880,11309,Port Bustamante,"New Orleans, Louisiana",MSC MONICA,Jamaica,NO MARKS NO NUMBERS,"10200 SW GREENBURG RD.,STE.500, TI GARD,OR 97223-EE.UU. PH:5038723535 OR 8007843545 FX:5032382664",JUAN PAULLIER 1671 MONTEVIDEO-URUG UAY PH.59824099999 FX.59824088056,97223,1,ZCSU8648788,4500,23,PKG,0,CF,ZIMUMVD900739, , ,4S, ,PANAMA, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,BRIDGEWELL RESOURCES,"10200 SW GREENBURG RD.,STE.500, TI GARD,OR 97223-EE.UU. PH:5038723535 OR 8007843545 FX:5032382664",MONTEVIDEO,2015,DANK S.A.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,Uruguay
"COCONUT OIL IN DRUMS 1 X 20' DRY CONTAINER VAN CONTAINING 18.30 MT OF CERTIFIED ORGANIC RBD COCONUT OIL, NOP CERTIFIED, PH-BIO-154 PACKED IN 1000 LITER SPACEKRAFT CORRUGATED IBC WITH HEATING ELEMENT (110V), AS PER SPECIFICATIONS OF SC GLOBAL COCO PRODUCTS, INC. . NET WEIGHT 18.30 MT THE SAME THE SAME THE SAME",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,"SC GLOBAL COCO PRODUCTS, INC.",2015-06-18 00:00:00,42372,19260,Kaohsiung,"Los Angeles, California",EVER STRONG,China Taiwan,"ORGANIC RBD COCONUT OIL ORGANIC RBD COCONUT OIL LOT NO. 066 150427 008 MFG.DATE 27/APRIL/2015 NET WEIGHT 915 KG. INGREDIENTS ORGANIC COCONUT OIL STORAGE CONDITIONSCOOL ( 70 F/21 C) DO NOT EXPOSE TO OXYGEN, HEAT,LIGHT AND MOISTURE MANUFACTURED IN PHILIPPINES","10200 SW GREENBURG RD., STE 500 TIG ARD, OR 97223 USA TRL 503-872-3566 LOCAL 800-570-3566 TOLL FREE","NATIONAL HIGHWAY, BRGY. CARIDAD, BAYBAY CITY, LEYTE PHILIPPINES 6521",97223,1,EITU0359859,22G1,20,PKG,25,X,EGLV061500014258, , ,0773E,EMCAZK5974,PANAMA, ,EGLV,EVERGREEN LINE,TAOYUAN HSIEN 338, , ,NO 163 SEC 1 HSIN-NAN ROAD LUCHU HSIAN,BRIDGEWELL RESOURCES FOOD & AG,"PRODUCTS DIVISION 12420 SE CARPENTER DR CLACKAMAS, OR LOCAL 800-570-3566 TOLL FREE",CEBU,2015,"SC GLOBAL COCO PRODUCTS, INC.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Philippines
ROUGH SAWN GREENHEART LUMBER (12 BUNDLES ) ROUGH SAWN GREENHEART LUMBER (15 BUNDLES ) ROUGH SAWN GREENHEART LUMBER (21 BUNDLES ) ROUGH SAWN GREENHEART LUMBER (19 BUNDLES ),WOODS DIRECT INTERNATIONAL LLC,WOODS DIRECT INTERNATIONAL LLC,DURABLE WOOD PRODUCTS ENTERPRISE,2016-07-03 00:00:00,200464,91120,Port Bustamante,"New York/Newark Area, Newark, New Jersey",OCTAVIA,Jamaica,PO# BNA-5420 PO# BNA-5420 PO# BNA-5420 PO# BNA-5420,16877 EAST COLONIAL DR.# 305 ORLAND O FL 32820 USA TEL:14079823328 FAX: 14075443411,81 STONE AVENUE SECTION M CAMPBELLV ILLE GEORGETOWN GUYANA,32820,4,ZCSU8798134 BMOU4503514 CAIU8138575 TGHU9355288,4500 4500 4500 4500,205,PCS,0,CF,ZIMUGTG09877, , ,7W,CTA351714 ZZCO01332 CTA351711 ZZCO01314 CTA351713 ZZCO01312 ZZCO01338 CTA351712,MARSHALL ISLANDS, ,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA, , , ,WOODS DIRECT INTERNATIONAL LLC,16877 EAST COLONIAL DR.# 305 ORLAND O FL 32820 USA TEL:14079823328 FAX: 14075443411,GEORGETOWN,2016,DURABLE WOOD PRODUCTS ENT.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Guyana
