PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,YEAR,SHIPPER_CLEANED,SHIPPER_COUNTRY
GRADE A CLEAR TAEDA PINE FJ BLANKS,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,REFLORESTADORES UNIDOS S/A,2010-10-11 0:00:00,56540,25700,Itajay,"Houston, Texas",CONTI SHANGHAI,Brazil,MADE IN BRAZIL,10200 SW GREENBURG ROAD TIGARD OR 97281 US,RS 020 KM 47 95480 - VILA UNIDOS CAMBARA DO SUL RS BR 5554 244 1810,97281,1,MSCU9188997,,20,PKG,0,,CEVVEASY5043364,H,MSCUIJ911388,4,652068,GERMANY,00 - Consumption Category,CEVV,CEVA OCEAN LINE (NVOCC),LA GRANGE,IL,60525-8395,POST OFFICE BOX 2295,,,ITAJAI,2010,REFLORESTADORES UNIDOS S/A,Brazil
GRADE A CLEAR TAEDA PINE FJ BLANKS,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,REFLORESTADORES UNIDOS S/A,2010-10-11 0:00:00,56540,25700,Itajay,"Houston, Texas",CONTI SHANGHAI,Brazil,MADE IN BRAZIL,10200 SW GREENBURG ROAD TIGARD OR 97281 US,RS 020 KM 47 95480 - VILA UNIDOS CAMBARA DO SUL RS BR 5554 244 1810,97281,1,MSCU7203650,,20,PKG,0,,CEVVEASY5043077A,H,MSCUIJ912238,4,652048,GERMANY,00 - Consumption Category,CEVV,CEVA OCEAN LINE (NVOCC),LA GRANGE,IL,60525-8395,POST OFFICE BOX 2295,,,ITAJAI,2010,REFLORESTADORES UNIDOS S/A,Brazil
"MDF PREMIUM 146 BUNDLES 6,679 PIECES AESITN: X20100908027241 FREIGHT PREPAIDMDF PREMIUM 146 BUNDLES 6,679 PIECES AESITN: X20100908027241 FREIGHT PREPAIDMDF PREMIUM 146 BUNDLES 6,679 PIECES AESITN: X20100908027241 FREIGHT PREPAIDMDF PREMIUM 146 BUNDLES 6,679 PIECES AESITN: X20100908027241 FREIGHT PREPAIDMDF PREMIUM 146 BUNDLES 6,679 PIECES AESITN: X20100908027241 FREIGHT PREPAIDMDF PREMIUM 146 BUNDLES 6,679 PIECES AESITN: X20100908027241 FREIGHT PREPAIDMDF PREMIUM 146 BUNDLES 6,679 PIECES AESITN: X20100908027241 FREIGHT PREPAIDMDF PREMIUM 146 BUNDLES 6,679 PIECES AESITN: X20100908027241 FREIGHT PREPAIDMDF PREMIUM 146 BUNDLES 6,679 PIECES AESITN: X20100908027241 FREIGHT PREPAIDMDF PREMIUM 146 BUNDLES 6,679 PIECES AESITN: X20100908027241 FREIGHT PREPAID",BIRMAN WOOD & HARDWARE LTD,BIRMAN WOOD & HARDWARE LTD,BRIDGEWELL RESOURCES LLC,2010-10-09 0:00:00,557845,253566,Port Bustamante,"Savannah, Georgia",ZIM PUSAN,Jamaica,N/M N/M N/M N/M N/M N/M N/M N/M N/M N/M,PH: 011-972-46768-003,INTERNATIONAL WOOD PRODUCTS 10200 S W GREENBURG ROAD TIGARD OR 97223 USA,0,10,FSCU6738618 TGHU7336904 XINU8094500 ZCSU8567650 ZCSU8724208 ZCSU8730474 ZCSU8749377 ZCSU8864278 ZCSU8940423 ZCSU8941271,4500 4500 4500 4500 4500 4500 4500 4500 4500 4500,146,BDL,319,CF,ZIMUORF355306,,,24E,7407239// 7407221// 7407202// 7407240// 7407229// 7407227// 7407224// 7407222// 7407228// 7407226//,UNITED KINGDOM,00 - Consumption Category,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,BIRMAN WOOD & HARDWARE LTD,,MOBILE,2010,BRIDGEWELL RESOURCES LLC,United States
22 PALLET (S) WITH URUGUAYAN PINE BLANKS KD CBM 52.16 MBF 22.098 SHIPPED ON BOARD FREIGHT PREPAID ORDER NR. 604164 NET WEIGHT 24.710 KGS WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST,BRIDGEWELL RESOURCES,,DANK S.A.,2010-10-08 0:00:00,55088,25040,Montevideo,"Charleston, South Carolina",MSC UGANDA,Uruguay,NO MARKS SAME SAME SAME SAME SAME,PO BOX 23711 PORTLAND OR 97256 UNITED STATES,JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,23711,1,CLHU8737260,4510,22,PKG,52,CM,MSCUU1304544,,,1032R,7427017,GERMANY,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA,,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES,,MONTEVIDEO,2010,DANK S.A.,Uruguay
"PARANA PINE PLYWD,N/SURF,<6MMWOODEN FURNITURE PARTS HARMONIZED CODE 9403.9PARANA PINE PLYWD,N/SURF,<6MM0.7000",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,OOO 'RTK',2010-10-06 0:00:00,41952,19069,Antwerp,"New York/Newark Area, Newark, New Jersey",MSC LINZIE,Belgium,NO MARKS SAME,10200 SW GREENBURG ROAD SUITE 500 TIGARD OR 97223 UNITED STATES,"140, 40 LET POBEDY SAINT PETERSBURG 426072 RUSSIAN FE",97223,1,DRYU9071348,4510,26,PCL,31,CM,MSCUR6134457,,,667A,00554611 013436,PANAMA,61 - Immediate Transportation,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA,,CH 1206,40 AVENUE EUGENE PITTARD,"RIVVA (USA), INC.",,SAINT PETERSBURG,2010,OOO 'RTK',Russia
"WOOD ROUGH, BEECH (FAGUS SPP)27 PACKAGES WITH 22.320 PIECES OF CLEAR KDTAEDA AND PARANA PINE FJ MOULDINGS AND 22PACKAGES WITH 18.396 PIECES OF CLEAR KDTAEDA PINE FJ PRIMED SPLIT JAMBSCONTRACT NR: PO-00606652 PO-00606955FREIGHT PREPAIDNCM: 4418200099THE SOLID WOOD PACKAGING MATERIALS INTHIS SHIPMENT ARE TOTALLY FREE FROM BARKAND APPARENTLY FREE FROM LIVE PLANT PESTTHE REGULATED WOOD PACKING MATERIAL HASBEEN TREATED IN ACCORDANCE WITH THE USDAREQUIREMENTSITEMS INDICATED WITH FSC AGREE TOTHE FOLLOWING SPECIFICATION:THIS PRODUCT IS CERTIFIED BY SMARTWOODPROGRAM ACCORDING TO THE PRINCIPLES &CRITERIA OF THE FOREST STEWARDSHIP COUNCIL,FSC-PURE SW-COC-001878R. E. NO.: 10 1245580-001 TO 00210 1245583-001DDE: 2100929320 6INVOICES: 512 10 534 10TGHU 805328-3 NET WEIGHT: 19.890,000 KGSGESU 429589-8 NET WEIGHT: 18.010,000 KGSTOTAL NET WEIGHT: 37.900,000 KGSCONTINUATION CONSIGNEE:E-MAIL: TSANDBERG@BRIDGEWELLRES.COMCONTINUATION NOTIFY:E-MAIL: MAC@RICHARD-MURRAY.COMALSO NOTIFY: BRIDGEWELL RESOURCES LLC10200 SW GREENBURG RD.PORTLAND, OR U.S.A.ATTN: TIA SANDBERGPHONE: (800) 784-3545 FAX: (503) 238-2664E-MAIL: TSANDBERG@BRIDGEWELLRES.COMSPA 4400-00-1002-0041WOOD ROUGH, BEECH (FAGUS SPP)BEECH WOOD (FAGUS SPP), IN THE ROUGH, WHETHER",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,ARAUPEL S.A.,2010-10-04 0:00:00,83380,37900,Sao Francisco do Sul,"New York/Newark Area, Newark, New Jersey",CSAV LONQUEN,Brazil,TGHU 805328-3 ARAUPEL PO-00606652 PORT ELIZABETH MLDG CASING FSC PACKAGES NBS 38 TO 58 MLDG CROWN PACKAGES NBS 59 TO 64 MLDG CROWN FSC PACKAGES NBS 61 GESU 429589-8 ARAUPEL PO-00606955 PORT ELIZABETH PRIMED SPLIT JAMBS PACKAGES NBS 99 TO 107 PRIMED SPLIT JAMBS FSC PACKAGES NBS 108 TO 120 [ NCM -------------] GESU4295898 1 44182000 TGHU8053283 1 44182000 [-NCM--------------] NO MARKS,"10200 SW GREENBURG RD. PORTLAND, OR, 97223, U.S.A. (800) 784-3545 FAX: (503) 238-2664","RUA GEN. CAMARA, 243 - 6O ANDAR - 90010-230 - PORTO ALEGRE - RS - BRA 3224-8022 CNPJ: 87102810001028",97223,2,GESU4295898 TGHU8053283,4500 4500,49,PCS,0,,CHIWPAVA8Y800,,,1031N,LT039286 LT039284,LIBERIA,00 - Consumption Category,CHIW,COMPANIA SUD AMERICANA DE VAPORES S A,VALPARAISO,,,P O BOX 49 V,RICHARD MURRAY & SONS,,SAO FRANCISCO DO,2010,ARAUPEL S/A,Brazil
,BRIDGEWELL RESOURCES LLC.,BRIDGEWELL RESOURCES LLC,CV. WITRACO INTERNATIONAL,2010-10-04 0:00:00,38038,17290,Shanghai,"Boston, Massachusetts",ZHEN HE,China,NO MARKS,". INTERNATIONAL DIVISION 10200 SW GREENBURG RD, SUITE # 500 TIGARD OR 97223, USA*",. JL. SENDANG INDAH RT 01 RW 03 MUKTIHARJO LOR SEMARANG 50111 INDONESIA,10200,1,TTNU5745118,4CG0,2162,PKG,0,,HJSCSRG001237100,,,0188E,HB109156,CHINA,00 - Consumption Category,HJSC,HANJIN SHIPPING COMPANY LTD,PARAMUS,NJ,7652,80 EAST RT 4 SUITE 490,BRIDGEWELL RESOURCES LLC.,,"SEMARANG, JAVA",2010,CV. WITRACO INTERNATIONAL,Indonesia
7407210//_14_HH_4500__57573 10 X 40- CONTAINERS 715 PCS MDF PREMIUM AES ITN: X20100908027241 FREIGHT PREPAID7407217//_14_HH_4500__54383 10 X 40- CONTAINERS 498 PCS MDF PREMIUM AES ITN: X20100908027241 FREIGHT PREPAID7407220//_14_HH_4500__54196 10 X 40- CONTAINERS 498 PCS MDF PREMIUM AES ITN: X20100908027241 FREIGHT PREPAID740712//_14_HH_4500__56420 10 X 40- CONTAINERS 646 PCS MDF PREMIUM AES ITN: X20100908027241 FREIGHT PREPAID7407213//_14_HH_4500__56400 10 X 40- CONTAINERS 666 PCS MDF PREMIUM AES ITN: X20100908027241 FREIGHT PREPAID7407216//_15_HH_4500__57059 10 X 40- CONTAINERS 541 PCS MDF PREMIUM AES ITN: X20100908027241 FREIGHT PREPAID7407214//_14_HH_4500__52161 10 X 40- CONTAINERS 661 PCS MDF PREMIUM AES ITN: X20100908027241 FREIGHT PREPAID7407215//_14_HH_4500__57011 10 X 40- CONTAINERS 667 PCS MDF PREMIUM AES ITN: X20100908027241 FREIGHT PREPAID7407209//_14_HH_4500__57258 10 X 40- CONTAINERS 711 PCS MDF PREMIUM AES ITN: X20100908027241 FREIGHT PREPAID7407211//_14_HH_4500__57573 10 X 40- CONTAINERS 715 PCS MDF PREMIUM AES ITN: X20100908027241 FREIGHT PREPAID,BIRMAN WOOD & HARDWARE LTD,BIRMAN WOOD & HARDWARE LTD,BRIDGEWELL RESOURCES LLC,2010-10-02 0:00:00,560034,254561,Port Bustamante,"Savannah, Georgia",ZIM CALIFORNIA,Jamaica,N/M N/M N/M N/M N/M N/M N/M N/M N/M N/M,KIDMAT GALILEE INDUSTRIAL ZONE LOWE R GALILEE TIBERIAS ISRAEL 14100 ISR AEL,"INTERNATIONAL WOOD PRODUCTS 10200 S W GREENBURG ROAD TIGARD, OR 97223 U SA",14100,10,TCNU8544963 TCNU8608332 TRLU6765801 ZCSU8291999 ZCSU8349658 ZCSU8543909 ZCSU8569605 ZCSU8652129 ZCSU8816433 ZCSU8876978,4500 4500 4500 4500 4500 4500 4500 4500 4500 4500,141,BDL,326,CF,ZIMUORF354496,,,31E,7407210// 7407217// 7407220// 740712// 7407213// 7407216// 7407214// 7407215// 7407209// 7407211//,ISRAEL,00 - Consumption Category,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,BIRMAN WOOD & HARDWARE LTD,,MOBILE,2010,BRIDGEWELL RESOURCES LLC,United States
,BRIDGEWELL RESOURCES,,DANK S.A.,2010-10-02 0:00:00,55308,25140,Montevideo,"New Orleans, Louisiana",HOLSATIA EXPRESS,Uruguay,NO MARKS,"10200 SW GREENBURG RD STE.500 TIGARD, OR 97281-PO BOX 23711 PORTLAND EEUU USA",JUAN PAULLIER 1671 MONTEVIDEO-URUGUAY,97281,1,TGHU8059928,4510,22,PCS,0,,HLCUMVD100801395,,,1031N,A3236436,UNITED KINGDOM,00 - Consumption Category,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,BRIDGEWELL RESOURCES,,"MONTEVIDEO, UY",2010,DANK S.A.,Uruguay
"WOOD ROUGH, BEECH (FAGUS SPP)19 PACKAGES WITH 13.980 PIECES OFCLEAR KD TAEDA PINE FJ PRIMED MOULDINGSAND FJ PRIMED FLAT JAMBSRE: 10 1145980-001SD: 2100857955 6NET WEIGHT: 20.000,000 KGINVOICE: 484 10CONTRACT NR: PO-00606077SHIPPED ON BOARDFREIGHT PREPAIDNCM: 4418200099THE SOLID WOOD PACKAGING MATERIALS IN THISSHIPMENT ARE TOTALLY FREE FROM BARK ANDAPPARENTLY FREE FROM LIVE PLANT PESTREGULATED WOOD PACKING MATERIAL HAS BEENTREATED IN ACCORDANCE WITH THE USDAREQUIREMENTSITEMS INDICATED WITH FSC AGREE TO THEFOLLOWING SPECIFICATION:THIS PRODUCT IS CERTIFIED BY SMARTWOODPROGRAM ACCORDING TO THE PRINCIPLESCRITERIA OF THE FOREST STEWARDSHIP COUNCIL,FSC-PURE SW-COC-001878ALSO NOTIFY:BRIDGEWELL RESOURCES LLC10200 SW GREENBURG RD.PORTLAND, OR U.S.A.ATTN: TIA SANDBERGPHONE: (800) 784-3545FAX: (503) 238-2664E-MAIL: TSANDBERG@BRIDGEWELLRES.COMCONTINUE SHIPPER:E-MAIL: SALES@ARAUPEL.COM.BRHOME PAGE: WWW.ARAUPEL.COM.BRCONTINUE CONSIGNEE:FAX: (503) 238-2664E-MAIL: TSANDBERG@BRIDGEWELLRES.COMCONTINUE NOTIFY:FAX: (251) 432-2810E-MAIL: MAC@RICHARD-MURRAY.COMSPA: LBNGLHA201001618",BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,ARAUPEL S A CNPJ: 87102810001028,2010-10-02 0:00:00,44000,20000,Tampico,"New Orleans, Louisiana",HOLSATIA EXPRESS,Mexico,INKU266910-5 ARAUPEL PO-00606077 NEW ORLEANS FLAT JAMBS PRIMED PACKAGES NBS 99 TO 112 FLAT JAMBS PRIMED FSC PACKAGES NBS 113 TO 114 PRIMED STOP MLDG FSC PACKAGES NBS 96 TO 98 [ NCM -------------] INKU2669105 1 44182000 [-NCM--------------],"10200 SW GREENBURG RD. PORTLAND, OR, 97223, U.S.A. ATTN: TIA SANDBERG PHONE FAX: (80","RUA GEN. CAMARA, 243 - 6O ANDAR 90010-230 - PORTO ALEGRE - RS - BRA PHONE: 55 51 3221-7344 FAX: 55 51",97223,1,INKU2669105,4500,19,PCS,0,,CLIBLHAA4YC00,,,1038S,LT185503,UNITED STATES,0,CLIB,COMPANHIA LIBRA DE NAVEGACAO,RIO DE JANERO,,20090-010,RUA SAO BENTO 8-9 ANDAR,RICHARD MURRAY SONS,,NAVEGANTES (SANTA,2010,ARAUPEL S/A,Brazil
"1573026//_13_HH_4500__50216 18.5MM MDF PREMIUM 91 BUNDLES 3,549 PIECES 22MM MDF PREMIUM 53 BUNDLES 1,855 PIECES AES ITN: X20100826016239 FREIGHT PREPAID HARMONIZEDCODE: 4411.14.10001573022//_15_HH_4500__55093 18.5MM MDF PREMIUM 91 BUNDLES 3,549 PIECES 22MM MDF PREMIUM 53 BUNDLES 1,855 PIECES AES ITN: X20100826016239 FREIGHT PREPAID HARMONIZEDCODE: 4411.14.10007407218//_13_HH_4500__50463 18.5MM MDF PREMIUM 91 BUNDLES 3,549 PIECES 22MM MDF PREMIUM 53 BUNDLES 1,855 PIECES AES ITN: X20100826016239 FREIGHT PREPAID HARMONIZEDCODE: 4411.14.10007407078//_15_HH_4500__57688 18.5MM MDF PREMIUM 91 BUNDLES 3,549 PIECES 22MM MDF PREMIUM 53 BUNDLES 1,855 PIECES AES ITN: X20100826016239 FREIGHT PREPAID HARMONIZEDCODE: 4411.14.10007407219//_14_HH_4500__53140 18.5MM MDF PREMIUM 91 BUNDLES 3,549 PIECES 22MM MDF PREMIUM 53 BUNDLES 1,855 PIECES AES ITN: X20100826016239 FREIGHT PREPAID HARMONIZEDCODE: 4411.14.10001573029//_15_HH_4500__55093 18.5MM MDF PREMIUM 91 BUNDLES 3,549 PIECES 22MM MDF PREMIUM 53 BUNDLES 1,855 PIECES AES ITN: X20100826016239 FREIGHT PREPAID HARMONIZEDCODE: 4411.14.10001573025//_15_HH_4500__55093 18.5MM MDF PREMIUM 91 BUNDLES 3,549 PIECES 22MM MDF PREMIUM 53 BUNDLES 1,855 PIECES AES ITN: X20100826016239 FREIGHT PREPAID HARMONIZEDCODE: 4411.14.10000540414//_14_HH_4500__53574 18.5MM MDF PREMIUM 91 BUNDLES 3,549 PIECES 22MM MDF PREMIUM 53 BUNDLES 1,855 PIECES AES ITN: X20100826016239 FREIGHT PREPAID HARMONIZEDCODE: 4411.14.10001573024//_15_HH_4500__55093 18.5MM MDF PREMIUM 91 BUNDLES 3,549 PIECES 22MM MDF PREMIUM 53 BUNDLES 1,855 PIECES AES ITN: X20100826016239 FREIGHT PREPAID HARMONIZEDCODE: 4411.14.10001573023//_15_HH_4500__55093 18.5MM MDF PREMIUM 91 BUNDLES 3,549 PIECES 22MM MDF PREMIUM 53 BUNDLES 1,855 PIECES AES ITN: X20100826016239 FREIGHT PREPAID HARMONIZEDCODE: 4411.14.1000",BIRMAN WOOD & HARDWARE LTD,BIRMAN WOOD & HARDWARE LTD,BRIDGEWELL RESOURCES LLC,2010-09-23 0:00:00,540546,245703,Port Bustamante,"Savannah, Georgia",ZIM BEIJING,Jamaica,N/M N/M N/M N/M N/M N/M N/M N/M N/M N/M,KIDMAT GALILEE INDUSTRIAL ZONE LOWE R GALILEE TIBERIAL ISRAEL 14100 ISR AEL,"INTERNATIONAL WOOD PRODUCTS 10200 S W GREENBURG ROAD TIGARD, OR 97223 U SA",14100,10,FCIU8553240 FSCU6835834 TGHU7524901 TRLU6760902 ZCSU8391560 ZCSU8687320 ZCSU8733724 ZCSU8876880 ZCSU8901685 ZCSU8902953,4500 4500 4500 4500 4500 4500 4500 4500 4500 4500,144,BDL,317,CF,ZIMUORF353654,,,23E,1573026// 1573022// 7407218// 7407078// 7407219// 1573029// 1573025// 0540414// 1573024// 1573023//,LIBERIA,00 - Consumption Category,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,BIRMAN WOOD & HARDWARE LTD,,MOBILE,2010,BRIDGEWELL RESOURCES LLC,United States
PARTS OF MOTOR VEHICLE FURNWOODEN FURNITURE PARTS HARMONIZED CODE 9403.9PARTS OF MOTOR VEHICLE FURN0.7000,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,OOO 'TRANSLESSERVICE',2010-09-20 0:00:00,43670,19850,Bremerhaven,"New York/Newark Area, Newark, New Jersey",MSC TANZANIA,Germany,NO MARKS SAME,10200 SW GREENBURG ROAD SUITE 500 TIGARD OR 97223 UNITED STATES,"42 PAVLOVSKAYA STR. KOLPINO, SAINT PETERSBURG 196653 RUSSIAN FE",97223,1,INKU6431706,4510,28,PCL,0,,MSCUR6134002,,,34A,00550555 013435,GERMANY,61 - Immediate Transportation,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA,,CH 1206,40 AVENUE EUGENE PITTARD,RIVVA(USA) INC.,,SAINT PETERSBURG,2010,SHIPPER NAME: OOO 'TRANSLESSERVICE',Russia
URUGUAYAN PINE22 PALLETSNET WEIGHT: 25030 KGSURUGUAYAN PINE22 PALLETSNET WEIGHT: 25030 KGS44 PALLET (S)WITH URUGUAYAN PINEBLANKS KDCBM 105.68MBF 44.772DUA 550419ORDER NR.: 604141/604142WOOD PACKING MATERIALS BEING USEDARE FREE OF BARK & APPARENTLY FREEFROMLIVE PLANT PEST,BRIDGEWELL RESOURCES,,DANK S.A.,2010-09-16 0:00:00,111584,50720,Montevideo,"Charleston, South Carolina",MSC SCANDINAVIA,Uruguay,NO MARKS NO MARKS,"10200 SW GREENBURG RD STE.500 TIGARD, OR 97281-PO BOX 23711 PORTLAND - EEUU USA",JUAN PAULLIER 1671 MONTEVIDEO-URUGUAY,97281,2,CPSU6409452 FSCU9569701,4510 4510,44,PCS,0,,HLCUMVD100800930,,,1029R,3236414 A3236414 3236406 A3236406,ANTIGUA AND BARBUDA,00 - Consumption Category,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,BRIDGEWELL RESOURCES,,"MONTEVIDEO, UY",2010,DANK S.A.,Uruguay
18.5MM MDF PREMIUM AES ITN: X20100826016239 FREIGHT PREPAID20.5MM MDF PREMIUM AES ITN: X20100826016239 FREIGHT PREPAID20.5MM MDF PREMIUM AES ITN: X20100826016239 FREIGHT PREPAID20.5MM MDF PREMIUM AES ITN: X20100826016239 FREIGHT PREPAID18.5MM MDF PREMIUM AES ITN: X20100826016239 FREIGHT PREPAID20.5MM MDF PREMIUM AES ITN: X20100826016239 FREIGHT PREPAID18.5MM MDF PREMIUM AES ITN: X20100826016239 FREIGHT PREPAID18.5MM MDF PREMIUM 20.5MM MDF PREMIUM AES ITN: X20100826016239 FREIGHT PREPAID18.5MM MDF PREMIUM 20.5MM MDF PREMIUM AES ITN: X20100826016239 FREIGHT PREPAID18.5MM MDF PREMIUM 20.5MM MDF PREMIUM AES ITN: X20100826016239 FREIGHT PREPAID,BIRMAN WOOD & HARDWARE LTD,BIRMAN WOOD & HARDWARE LTD,BRIDGEWELL RESOURCES LLC,2010-09-16 0:00:00,549408,249731,Port Bustamante,"Savannah, Georgia",ZIM NEW YORK,Jamaica,N/M N/M N/M N/M N/M N/M N/M N/M N/M N/M,KIDMAT GALILEE INDUSTRIAL ZONE LOWE R GALILEE TIBERIAS ISRAEL 14100 ISR AEL,"INTERNATIONAL WOOD PRODUCTS 10200 S W GREENBURG ROAD TIGARD, OR 97223 U SA",14100,10,CRSU9049380 CRSU9066535 FCIU8744879 FSCU6739846 ZCSU7023250 ZCSU8302286 ZCSU8319606 ZCSU8590304 ZCSU8814826 ZCSU8848370,4500 4500 4500 4500 4500 4500 4500 4500 4500 4500,150,BDL,321,CF,ZIMUORF352910,,,36E,1573052// 1573038// 1573040// 1573039// 1573033// 1573053// 1573034// 1573030// 1573035// 1573036//,HONG KONG,00 - Consumption Category,ZIMU,ZIM ISRAEL NAVIGATION CO LTD,HAIFA,,,,BIRMAN WOOD & HARDWARE LTD,,MOBILE,2010,BRIDGEWELL RESOURCES LLC,United States
NET WEIGHT 22.880 KGS MBF 20.46NET WEIGHT 25.030 KGS MBF 22.386 42 PALLET(S) WITH URUGUAYAN PINE BLANKS KD CBM 101.14 MBF 42.846 SHIPPED ON BOARD FREIGHT PREPAID ORDER NR. 604139/604140 WOOD PACKING MATERIALS BEING USED ARE FREE OF BARK & APPARENTLY FREE FROMLIVE PLANT PEST,BRIDGEWELL RESOURCES,,DANK S.A.,2010-09-12 0:00:00,106788,48540,Montevideo,"Charleston, South Carolina",MSC TAMARA,Uruguay,NO MARKS NO MARKS SAME SAME SAME SAME SAME,PO BOX 23711 PORTLAND OR 97256 UNITED STATES,JUAN PAULLIER 1671 MONTEVIDEO 11200 URUGUAY,23711,2,TGHU8124387 TTNU9067024,4510 4510,42,PKG,101,CM,MSCUU1301896,,,1028R,7427430 7427424,PANAMA,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA,,CH 1206,40 AVENUE EUGENE PITTARD,BRIDGEWELL RESOURCES,,MONTEVIDEO,2010,DANK S.A.,Uruguay
URUGUAYAN PINEWITH URUGUAYAN PINE ON 18 PALLETSBLANKS KDCBM 51.04MBF 21.632ORDER NR.: 605042,BRIDGEWELL RESOURCES,,DANK S.A.,2010-09-11 0:00:00,53900,24500,Montevideo,"Charleston, South Carolina",MSC TAMARA,Uruguay,NO MARKS,"10200 SW GREENBURG RD STE.500 TIGARD, OR 97281-PO BOX 23711 PORTLAND - EEUU USA",JUAN PAULLIER 1671 MONTEVIDEO-URUGUAY,97281,1,HLXU6458456,4510,18,PCS,0,,HLCUMVD100800019,,,1028R,3236264 A3236264,PANAMA,00 - Consumption Category,HLCU,HAPAG LLOYD A G,HAMBURG,,,399 HOES LN,BRIDGEWELL RESOURCES,,"MONTEVIDEO, UY",2010,DANK S.A.,Uruguay
CLEAR KD TAEDA AND PARANA PINE FJ PRIMED,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,ARAUPEL SA,2010-09-10 0:00:00,37312,16960,Cristobal,"New York, New York",MSC ULSAN,Panama,MADE IN BRAZIL,10200 SW GREENBURG RD PORTLAND OR 97223 US,R GENERAL CAMARA 243 6 ANDAR PORTO ALEGRE RS BR 55 51 3221 7344,97223,1,MSCU7927444,,14,PKG,0,,CEVVEASY5041409,H,MSCUFS248554,41,MSC643809,BAHAMAS,00 - Consumption Category,CEVV,CEVA OCEAN LINE (NVOCC),LA GRANGE,IL,60525-8395,POST OFFICE BOX 2295,,,CRISTOBAL,2010,ARAUPEL S/A,Brazil
PARTS OF MOTOR VEHICLE FURNWOODEN FURNITURE PARTS HARMONIZED CODE 9403.9PARTS OF MOTOR VEHICLE FURN0.7000,BRIDGEWELL RESOURCES LLC,BRIDGEWELL RESOURCES LLC,OOO 'RTK',2010-09-07 0:00:00,41952,19069,Bremerhaven,"New York/Newark Area, Newark, New Jersey",MSC NERISSA,Germany,NO MARKS SAME,10200 SW GREENBURG ROAD SUITE 500 TIGARD OR 97223 UNITED STATES,"140, 40 LET POBEDY IZHEVSK SAINT PETERSBURG 426072 RUSSIAN FE",97223,1,INKU6567307,4510,26,PCL,31,CM,MSCUR6129580,,,564A,00550551 134361,PANAMA,61 - Immediate Transportation,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA,,CH 1206,40 AVENUE EUGENE PITTARD,"RIVVA (USA), INC.",,SAINT PETERSBURG,2010,OOO 'RTK',Russia
