PRODUCT DESCRIPTION,IMPORTER,IMPORTER ENTITY,SHIPPER,ARRIVAL DATE,YEAR,GROSS WEIGHT (LB),GROSS WEIGHT (KG),FOREIGN PORT,US PORT,VESSEL NAME,COUNTRY OF ORIGIN,MARKS &AMP; NUMBERS,CONSIGNEE ADDRESS,SHIPPER ADDRESS,ZIP CODE,NO. OF CONTAINERS,CONTAINER NUMBER,CONTAINER TYPE,QUANTITY,QUANTITY UNIT,MEASUREMENT,MEASUREMENT UNIT,BILL OF LADING,HOUSE VS MASTER,MASTER B/L,VOYAGE NUMBER,SEAL,SHIP REGISTERED IN,IN-BOND ENTRY TYPE,CARRIER CODE,CARRIER NAME,CARRIER CITY,CARRIER STATE,CARRIER ZIP,CARRIER ADDRESS,NOTIFY PARTY,NOTIFY ADDRESS,PLACE OF RECEIPT,SHIPPER_CLEANED,SHIPPER_COUNTRY,ekki,greenheart,darina,tatabu,shibadan,tauroniro,garlicwood,locust,bulletwood,kabukalli,wamara,cow wood,mora,bukea,burada,eucalyptus cloeziana,tali,piles
ROUND GREENHEART PILINGS 1370 LINEAL FEEL 482CUBIC FEET WGM/7827/P.O.G/PINK ENDSROUND GREENHEART PILINGS 892 LINEAL FEEL 536CUBIC FEET WGM/7828/P.O.G/PINK ENDS,"WILLIAM G. MOORE & SON, INC OF DELA",WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,12/05/2011,2011,108042,49110,Cristobal,"New York/Newark Area, Newark, New Jersey",MSC TAMARA,Panama,NO MARKS NO MARKS NO MARKS NO MARKS,"333 CHEESEQUAKE ROAD , OLD BRIDGE N OLD BRIDGE NJ 08857 UNITED STATES","99 LALUNI STREET, QUEENSTOWN GEORGETOWN GUYANA",8857,2,MSCU7863490 MSCU9877770,4510 4510,69,BOX,28,CM,MSCUTR036918, , ,020R,169372 169387,PANAMA,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,"WILLIAM G. MOORE & SON, INC. OF DEL", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PURPLEHEART LUMBER R/S,"WILLIAM G. MOORE & SON, INC. OF DEL",WILLIAM G. MOORE & SON INC,TIMBER WOOD PRODUCTS INC,12/05/2011,2011,43349,19704,Cristobal,"New York/Newark Area, Newark, New Jersey",MSC TAMARA,Panama,NO MARKS,218 SCHANCK ROAD PO BOX 6309 FREEH FREEHOLD NJ 07728 UNITED STATES,46 COVENT GARDEN EAST BANK GEORGETOWN GUYANA,7728,1,TRLU4426521,4310,164,BOX,15,CM,MSCUTR037031, , ,020R,CTA169781,PANAMA,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,"WILLIAM G. MOORE & SON, INC. OF DEL", ,GEORGETOWN,Timber Wood Products,Guyana,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GREENHEART PILESGREENHEART PILES,"WILLIAM G. MOORE & SON, INC. OF DEL",WILLIAM G. MOORE & SON INC,TIMBER WOOD PRODUCTS INC,12/05/2011,2011,68156,30980,Demerara,"New York/Newark Area, Newark, New Jersey",MSC TAMARA,Guyana,NO MARKS NO MARKS,218 SCHANCK ROAD PO BOX 6309 FREEH FREEHOLD NJ 07728 UNITED STATES,46 COVENT GARDEN EAST BANK GEORGETOWN GUYANA,7728,2,CARU9790120 DFSU6502972,4510 4510,51,BOX,26,CM,MSCUTR037049, , ,020R,169811 169812,PANAMA,00 - Consumption Category,MSCU,MSC-MEDITERRANEAN SHIPPING COMPANY S A,GENEVA, ,CH 1206,40 AVENUE EUGENE PITTARD,"WILLIAM G. MOORE & SON, INC. OF DEL", ,GEORGETOWN,Timber Wood Products,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
48 PIECES TOTAL OF O.D.GREENHEARTPILING(7 PCS X 53FT)(10 PCS X 54FT)(10 PCS X 55FT)(2 PCS X 56FT)(19 PCS X 57FT),"WILLIAM G. MOORE & SON, INC.", ,VARIETY WOODS & GREENHEART LTD.,11/27/2011,2011,174240,79200,Demerara,"Houston, Texas",INDUSTRIAL DIAMOND,Guyana,N/M,"218 SCHANCK RD. FREEHOLD, NEW JERSEY 07728 732-303-6049 NJ 07728",99 LALUNI STREET QUEENSTOWN GEORGETOWN GUYANA 592-226-8556,7728,1,NC, ,48,PCS,0,CM,IDMCA17367001, , ,10220, ,ANTIGUA AND BARBUDA,00 - Consumption Category,IDMC,INDUSTRIAL MARITIME CARRIERS LLC,HOUSTON,TX,77060,16801 GREENSPOINT PARK DRIVE,"WILLIAM G. MOORE & SON, INC.", ,"GEORGETOWN, GUYAN",Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PIECES ROUND GREENHEARTPILINGS 709 LINEAL FEETPIECES ROUND GREENHEARTPILINGS 709 LINEAL FEET,WILLIAM G MOORE & SON INC OF,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,11/03/2011,2011,87169,39622,Port Bustamante,"New York, New York",SPICA,Jamaica,WGM7823POG PINK ENDS WGM7823POG PINK ENDS,1310 JANE ST NEW IBERIA LA 70563 1540 USA,99 LALUNI ST QUEENSTOWN GEORGETOWN GUYANA GUY,70563,2,SMLU7850913 TRLU5679545, ,36,CNT,0, ,SMLU2902797A, , ,107,G1342950 168222 G1342951 168221,SAINT VINCENT AND THE GRENADINES,00 - Consumption Category,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,WILLIAM G MOORE & SON INC OF, ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BUNDLESEKKI HARDWOOD,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,WIJMA KAMPEN B.V.,08/11/2011,2011,63105,28684,Antwerp,"Philadelphia, Pennsylvania",LEVANTE,Belgium,WGM CAMDEN PO # 7771 7772 7773 7774 7775 HS CODE 440729,"218SCHANCK ROAD FREEHOLD, NEW JERSEY 07728 USA",HAATLANDHAVEN 3 8263 AS KAMPEN,7728,1,NC, ,9,PCS,0, ,CCBEEC171AWCD052, , ,EC171, ,MALTA,00 - Consumption Category,CCBE,CLIPPER STEEL SERVICES BV,COPENHAGEN, ,2100,SUNDKROGSGADE 21,WILLIAM G. MOORE & SON INC, ,BEANR,Wijma Kampen B.V.,Netherlands,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PIECES 9 BUNDLES ROUGH SAWNGREENHEART LUMBER 5 520 BOARD FEET,WILLIAM G MOORE & SON INC OF,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,07/24/2011,2011,33187,15085,Haina,"Miami, Florida",HANEBURG,Dominican Republic,WGM7786 WAXED ENDSPOG,1310 JANE ST NEW IBERIA LA 70563 1540 USA,99 LALUNI ST QUEENSTOWN GEORGETOWN GUYANA GUY,70563,1,FSCU6525211, ,18,CNT,0, ,SMLU2812967A, , ,91,G1343199 160347,ANTIGUA AND BARBUDA,00 - Consumption Category,SMLU,SEABOARD MARINE LTD,MIAMI,FL,33166,8001 NW 79TH AVE,WILLIAM G MOORE & SON INC OF, ,GUYANA,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BUNDLESEKKI HARDWOOD,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,WIJMA KAMPEN B.V.,07/16/2011,2011,266774,121261,Antwerp,"Philadelphia, Pennsylvania",WANDERLUST,Belgium,WGM CAMDEN PO # 7771 7772 7773 7744 7775 7776 HS CODE 440729,"218 SCHANCK ROAD FREEHOLD, NEW JERSEY 07728 USA",HAATLANDHAVEN 3 8263 AS KAMPEN,7728,1,NC, ,37,PCS,0, ,CCBEEC170AWCD068, , ,EC170, ,LIBERIA,00 - Consumption Category,CCBE,CLIPPER STEEL SERVICES BV,COPENHAGEN, ,2100,SUNDKROGSGADE 21,WILLIAM G. MOORE & SONINC, ,BEANR,Wijma Kampen B.V.,Netherlands,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59- - 63ROUND GREENHEART PILE969 LINEAL FEET59- - 63-ROUND GREENHEART PILES969 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,05/31/2011,2011,101112,45960,Demerara,"Wilmington, Delaware",BALTIC SEA,Guyana,PURCHASE ORDER # 769,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,33,PCS,0, ,SOAI033GEOSAL024, , ,33, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"65- - 68ROUND GREENHEART PILE1,066 LINEAL FEET64- - 68 -ROUND GREENHEART PILES1,802 LINEAL FEET","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,05/31/2011,2011,137060,62300,Demerara,"Wilmington, Delaware",BALTIC SEA,Guyana,PURCHASE ORDER # 775 WGM / 7752 / P.O GREY END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,43,PCS,0, ,SOAI033GEOSAL032, , ,33, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"51- - 58ROUND GREENHEART PILE547 LINEAL FEET21- - 58-ROUND GREENHEART PILES3,088","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,05/31/2011,2011,171182,77810,Demerara,"Wilmington, Delaware",BALTIC SEA,Guyana,PURCHASE ORDER # 772,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,67,PCS,0, ,SOAI033GEOSAL028, , ,33, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
80- - 84-ROUND GREENHEART PILES164 LINEAL FEET80-ROUND GREENHEART PILES160 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,05/31/2011,2011,16588,7540,Demerara,"Wilmington, Delaware",BALTIC SEA,Guyana,PURCHASE ORDER # 770 WGM / 7707 / P.O.G GREY END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,4,PCS,0, ,SOAI033GEOSAL026, , ,33, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"30 PIECES ROUGH SAWN GREENHEART LUMBE4,800 BOARD FEET","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,05/31/2011,2011,28798,13090,Demerara,"Wilmington, Delaware",BALTIC SEA,Guyana,PURCHASE ORDER # 774,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,15,BNDLS,0, ,SOAI033GEOSAL030, , ,33, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"26- - 36ROUND GREENHEART PILE1,093 LINEAL FEET","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,05/31/2011,2011,28776,13080,Demerara,"Wilmington, Delaware",BALTIC SEA,Guyana,PURCHASE ORDER # 777,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,33,PCS,0, ,SOAI033GEOSAL037, , ,33, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
60--62ROUND GREENHEART PILE612 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,05/31/2011,2011,18700,8500,Demerara,"Wilmington, Delaware",BALTIC SEA,Guyana,PURCHASE ORDER #771 WGM / 7718 / P.O. GREY ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,10,PCS,0, ,SOAI033GEOSAL027, , ,33, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"40 PIECES ROUGH SAWN GREENHEART LUMBE6,720 BOARD FEET","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,05/31/2011,2011,40304,18320,Demerara,"Wilmington, Delaware",BALTIC SEA,Guyana,PURCHASE ORDER # 775,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,20,BNDLS,0, ,SOAI033GEOSAL031, , ,33, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32- - 39- ROUND GREENHEART PIL178 LNEAL FEET31- - 35-ROUND GREENHEART PILES232 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,05/31/2011,2011,17336,7880,Demerara,"Wilmington, Delaware",BALTIC SEA,Guyana,PURCHASE ORDER # 768,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,12,PCS,0, ,SOAI033GEOSAL023, , ,33, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"59- - 65-ROUND GREENHEART PILES2,780 LINEAL FEET59- - 65ROUND GREENHEART PILE4,692 LINEAL FEET","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,05/31/2011,2011,325380,147900,Demerara,"Wilmington, Delaware",BALTIC SEA,Guyana,PURCHASE ORDER # 7698,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,121,PCS,0, ,SOAI033GEOSAL025, , ,33, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
57-ROUND GREENHEART PILE57 LINEAL FEET53- - 57-ROUND GREENHEART PILE493 LINEAL FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,05/31/2011,2011,25982,11810,Demerara,"Wilmington, Delaware",BALTIC SEA,Guyana,PURCHAS ORDER # 776,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,10,PCS,0, ,SOAI033GEOSAL036, , ,33, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"75- - 79ROUND GREENHEART PILE305 LINEAL FEET75- - 79-ROUND GREENHEART PILES834 LINEAL FEET70- - 74ROUND GREENHEART PILE1,640 LINEAL FEET70- - 74-ROUND GREENHEART PILES1,850 LINEAL FEET","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,05/31/2011,2011,218064,99120,Demerara,"Wilmington, Delaware",BALTIC SEA,Guyana,PURCHASE ORDER # 774,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,64,PCS,0, ,SOAI033GEOSAL029, , ,33, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
24 PIECES ROUGH SAWN GREENHEART LUMBE816 BOARD FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,05/31/2011,2011,4884,2220,Demerara,"Wilmington, Delaware",BALTIC SEA,Guyana,PURCHASE ORDER # 776,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,2,BNDLS,0, ,SOAI033GEOSAL033, , ,33, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ROUNG GREENHEART PILINGS 504 LINEAL FEET,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,VARIETY WOODS & GREENHEART LTD,04/20/2011,2011,22176,10080,Point Lisas,"West Palm Beach, Florida",TROPIC UNITY,Trinidad,FSCU6373058,6801 SHRIMP ROAD KEY WEST FL 33040 US,99 LALUNI STREET QUEENSTOWN GEORGETOWN GY,33040,1,FSCU6373058,45G0,20,PCS,0, ,TSCW9919969, , ,238,3251556,SAINT VINCENT AND THE GRENADINES,00 - Consumption Category,TSCW,TROPICAL SHIPPING & CONSTRUCTION CO,WEST PALM BEACH,FL,33404-6920,5 EAST 11TH STREET, , ,"GEORGETOWN,DEMERA",Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BUNDLESEKKI HARDWOODAS PER PO# 7746,WILLIAM G. MOORE & SON INC,WILLIAM G. MOORE & SON INC,HOLLAND FREIGHTBRIDGE BV,04/14/2011,2011,34032,15469,Antwerp,"New London, Connecticut",GLORY SANYE,Belgium,WGM CAMDEN PO 7746 HS CODE 440729,"218 SCHANCK ROAD FREEHOLD, NEW JERSEY 07728 USA",AS FORWARDING AGENTS TO WIJMA KAMPEN B.V. HAATLANDHAVEN 3 8263 AS KAMPEN,7728,1,NC, ,8,PCS,0, ,CCBEEC167AWNL039, , ,EC167, ,MALTA,00 - Consumption Category,CCBE,CLIPPER STEEL SERVICES BV,COPENHAGEN, ,2100,SUNDKROGSGADE 21,WILLIAM G. MOORE & SONINC, ,BEANR,Holland Freight Bridge B.V.,Netherlands,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4 PIECES ROUGH SAWN GREENHEART LUMBE1 BUNDL576 BOARD FEET 48 CUBIC FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,01/03/2011,2011,3454,1570,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER # 7679,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,1,BNDLS,0, ,SOAI019GEOGLO012, , ,19, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36-ROUND GREENHEART PILE36 LINEAL FEET 19 CUBIC FEET30--36ROUND GREENHEART PILE167 LINEAL FEET 114 CUBIC FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,01/03/2011,2011,9548,4340,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER # 768 WGM / 7686 / P.O. PINK END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,6,PCS,0, ,SOAI019GEOGLO013, , ,19, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"59--65ROUND GREENHEART PILE614 LINEAL FEET 435 CUBIC FEET59--65-ROUND GREENHEART PILES1,211 LINEAL FEET 692 CUBIC FEET","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,01/03/2011,2011,81114,36870,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER# 7698 A WGM / 7698 A / P.O. PINK END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,29,PCS,0, ,SOAI019GEOGLO015, , ,19, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
51--57ROUND GREENHEART PILE877 LINEAL FEET 18.23 CUBIC FEET51--58-ROUND GREENHEART PILES911 LINEAL FEET 513 CUBIC FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,01/03/2011,2011,83292,37860,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER # 772 WGM / 7729 / P.O. PINK ENDS,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,33,PCS,0, ,SOAI019GEOGLO017, , ,19, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"ROUGH SAWN GREENHEART LUMBER1 BUNDLE73 BOARD FEET 6 CUBIC FEET70--73ROUND GREENHEART PILE355 LINEAL FEET 216 CUBIC FEETROUGH SAWN GREENHEART LUMBER4 BUNDLES & 1 SINGLE PIECE1,060 BOARD FEET 88 CUBIC FEETROUGH SAWN GREENHEART LUMBER4 BUNDLES1,853 BOARD FEET 154 CUBIC FEET","WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,01/03/2011,2011,33440,15200,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER # 774 WGM / 7741 / P.O. GREY END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,47,PCS,0, ,SOAI019GEOGLO018, , ,19, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
60-ROUND GREENHEART PILE60 LINEAL FEET 32 CUBIC FEET55-ROUND GREENHEART PILE55 LINEAL FEET 30 CUBIC FEET51-ROUND GREENHEART PILE51 LINEAL FEET 30 CUBIC FEET51- ROUND GREENHEART PILE51 LINEAL FEET 51 CUBIC FEET60--62- ROUND GREENHEART PILE667 LINEAL FEET 357 CUBIC FEET,"WILLIAM G MOORE & SON, INC OF DELAW", ,VARIETY WOODS & GREENHEART LIMITED,01/03/2011,2011,36036,16380,Demerara,"Philadelphia, Pennsylvania",BALTIC SEA,Guyana,PURCHASE ORDER # 7718 WGM / 7718 / P.O. GREY END,"218 SCHANCK ROAD PO BOX 6309 FREEHOLD, NJ 07728 732-303-6049","99 LALUNI STREET QUEENSTOWN GEORGETOWN, GUYANA",7728,1,NC, ,15,PCS,0, ,SOAI019GEOGLO016, , ,19, ,NORWAY,00 - Consumption Category,SOAI,SOREIDOM,LE ROBERT, ,97231,Z1 ROBERT,"WILLIAM G MOORE & SON, INC OF DELAW", ,GEORGETOWN,Variety Woods & Greenheart,Guyana,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
